Animal,gender,ID,cute,rounded,streamlined,colorful,warning,speedy,powerful,reliable,elegant,friendly,rough,hard,aggressive,recognizable,specially-textured,beautiful-implied ,clever,leisurely,fashion-colored,majestic,specially-structured
butterfly,女,42,5,3,3,7,6,3,3,3,5,5,3,2,2,6,6,7,5,5,5,2,6
butterfly,女,43,3,2,1,6,5,1,1,1,7,5,2,1,1,6,6,5,2,7,5,1,6
butterfly,女,44,5,1,1,7,7,1,1,1,7,6,4,1,1,7,7,7,4,2,5,1,6
butterfly,女,45,7,1,1,7,5,2,1,2,7,5,2,1,1,6,7,7,6,7,7,1,6
butterfly,女,46,4,1,1,7,6,1,1,1,6,2,2,1,1,7,6,6,1,7,7,1,7
butterfly,女,47,5,1,1,7,6,4,1,7,7,7,1,1,1,7,7,7,5,5,6,1,1
butterfly,女,48,4,1,1,1,5,1,1,1,7,7,4,1,1,7,7,7,1,7,7,1,5
butterfly,女,49,6,1,4,7,5,1,1,1,7,5,1,1,1,6,6,7,5,7,7,1,7
butterfly,女,50,5,2,7,5,2,2,1,4,7,5,2,2,3,6,7,7,4,6,6,2,5
butterfly,女,51,7,3,5,7,4,5,1,2,7,7,3,2,2,7,7,4,4,4,7,1,1
butterfly,女,52,6,2,6,7,5,3,3,2,7,5,3,1,2,7,6,6,5,5,6,1,7
butterfly,女,53,5,3,3,7,2,2,2,2,6,5,4,2,2,6,5,4,4,5,6,1,5
butterfly,女,54,2,1,5,7,1,1,1,1,7,7,1,1,1,7,7,7,1,1,1,1,2
butterfly,女,55,4,5,5,5,5,5,4,4,3,3,4,4,4,5,4,5,5,5,4,4,4
butterfly,女,56,6,1,4,7,7,4,1,1,7,5,2,1,3,7,7,7,5,6,7,1,5
butterfly,女,57,3,2,1,7,7,2,4,3,7,5,5,1,2,7,7,6,2,2,7,2,1
butterfly,女,58,6,4,2,7,6,2,1,3,7,7,2,1,1,6,7,5,4,7,6,1,5
butterfly,女,59,7,3,6,7,5,5,1,2,7,6,3,2,1,7,6,6,3,7,6,6,5
butterfly,女,60,6,3,3,4,4,5,3,5,4,4,2,3,4,3,4,6,4,3,6,2,5
butterfly,女,61,4,1,1,7,5,2,1,1,6,6,5,1,2,7,7,6,4,4,7,2,6
butterfly,女,62,7,3,3,7,4,1,1,1,7,7,7,1,1,7,7,7,1,7,7,1,7
butterfly,女,63,7,4,6,7,6,4,1,1,7,7,6,2,2,7,2,7,4,4,7,2,7
butterfly,女,64,6,3,6,7,7,3,2,2,6,6,3,3,3,6,6,6,4,6,6,4,6
butterfly,女,65,7,4,4,7,4,4,1,4,6,5,2,2,1,6,6,5,4,5,6,1,4
butterfly,女,66,1,1,1,7,5,3,2,2,6,1,3,2,5,6,5,5,4,5,5,4,5
butterfly,女,67,5,1,6,7,4,4,1,2,7,6,4,4,1,7,7,7,5,7,7,4,7
butterfly,女,68,6,2,2,5,5,4,4,4,5,5,5,2,2,5,5,5,4,5,5,4,5
butterfly,女,69,5,5,6,7,4,6,4,5,6,5,3,6,3,6,7,4,4,5,6,4,6
butterfly,女,70,7,1,1,7,7,1,1,2,7,1,1,1,1,7,7,6,1,1,7,1,1
butterfly,女,71,3,3,6,7,3,3,1,2,6,5,3,1,1,7,7,6,2,6,6,1,5
butterfly,女,72,7,1,7,7,4,5,1,1,7,7,3,1,1,7,7,4,5,7,7,1,7
butterfly,女,73,5,1,1,7,3,3,1,1,6,6,2,1,1,7,7,5,4,4,6,1,6
butterfly,女,74,6,1,3,7,7,2,1,6,7,5,2,1,1,7,6,7,4,4,7,2,7
butterfly,女,75,4,4,4,7,6,5,1,1,4,4,6,4,4,7,6,4,4,5,7,1,6
butterfly,女,76,6,3,6,7,7,5,1,2,7,7,4,4,2,7,7,5,1,4,7,4,7
butterfly,女,77,1,1,1,7,7,2,1,1,5,5,3,1,2,7,7,7,2,2,7,2,2
butterfly,女,78,5,1,2,7,4,3,1,1,7,6,2,1,1,7,7,7,4,5,6,3,3
butterfly,女,79,7,2,2,7,7,2,1,1,7,4,4,2,2,6,7,7,2,5,6,1,6
butterfly,女,80,5,5,4,7,4,3,1,3,6,6,4,1,1,7,7,5,4,6,7,1,7
butterfly,女,81,7,1,1,6,5,2,1,1,6,6,5,2,1,7,7,6,4,6,5,1,1
butterfly,女,82,1,1,4,5,5,1,1,1,5,4,3,1,2,3,5,5,1,4,5,1,1
butterfly,女,83,7,3,3,7,7,2,2,1,7,7,6,2,2,7,7,7,2,4,5,3,7
butterfly,女,84,1,1,1,7,7,1,1,1,5,1,1,1,1,7,1,7,4,6,7,1,7
butterfly,女,85,1,1,2,5,4,1,1,1,4,1,1,1,1,6,6,1,1,6,7,1,7
butterfly,女,86,4,4,4,7,5,4,3,2,6,4,4,4,3,5,6,4,3,4,6,4,4
butterfly,女,87,2,2,2,6,6,2,2,2,5,2,3,2,2,6,5,5,2,5,5,2,5
butterfly,女,88,5,2,2,7,5,3,3,2,7,5,5,2,4,6,7,6,4,5,6,1,4
butterfly,女,89,2,2,4,6,6,2,2,2,4,4,2,2,2,4,4,4,6,5,5,2,3
butterfly,女,90,6,4,2,5,6,5,3,2,6,6,2,3,2,6,6,5,6,4,6,2,2
butterfly,女,91,2,2,5,7,7,4,2,2,6,4,4,1,6,7,7,7,4,6,7,1,7
butterfly,女,92,7,1,1,7,1,1,1,1,7,7,6,1,1,7,7,7,1,7,7,1,7
butterfly,女,93,4,1,3,7,7,1,1,1,7,5,4,2,2,7,7,6,2,4,6,1,6
butterfly,女,94,3,2,2,7,6,4,2,2,4,3,4,1,3,6,7,5,3,4,4,2,5
butterfly,女,95,6,1,1,7,7,3,2,1,7,5,4,3,2,7,7,7,5,5,6,1,6
butterfly,女,96,7,4,4,7,6,4,4,4,7,7,4,4,4,7,7,7,4,4,7,5,5
butterfly,女,97,5,3,3,6,6,4,4,4,6,5,4,4,3,6,6,5,4,5,6,4,5
butterfly,女,98,5,4,6,7,6,5,2,4,5,4,5,1,1,6,5,6,5,5,6,4,5
butterfly,女,99,5,3,3,5,3,3,2,2,6,3,3,2,2,2,5,6,4,4,5,3,2
butterfly,女,100,6,6,7,7,1,1,1,5,7,6,7,1,1,7,7,7,6,7,7,1,7
butterfly,女,101,5,2,4,6,7,6,1,3,6,4,2,1,2,6,6,6,5,6,5,2,6
butterfly,女,102,6,3,4,6,5,3,3,4,6,6,5,5,4,7,6,5,4,6,5,3,6
butterfly,女,103,7,1,5,7,5,6,4,2,7,7,5,5,2,6,7,7,4,5,6,5,5
butterfly,女,104,7,3,3,6,2,3,1,1,5,5,5,2,2,7,6,5,3,5,6,2,3
butterfly,女,105,2,1,1,7,6,1,1,1,5,6,3,2,1,7,6,6,1,5,2,1,6
butterfly,女,106,6,1,1,6,5,1,1,1,7,4,5,1,1,7,7,7,1,4,7,1,7
butterfly,女,107,4,4,5,7,4,4,4,4,4,5,4,4,2,4,7,7,4,5,7,4,4
owl,男,1,7,7,5,2,1,7,7,7,7,7,4,2,6,7,2,7,7,5,5,7,5
owl,男,2,6,1,1,5,1,3,6,6,7,5,2,1,6,5,5,6,7,2,4,6,6
owl,男,3,1,3,1,1,1,7,2,7,3,4,2,1,5,7,2,2,2,2,1,2,3
owl,男,4,7,2,7,1,5,7,5,1,1,5,3,1,7,7,5,1,7,7,1,6,7
owl,男,5,6,4,4,3,5,4,3,5,6,4,6,4,6,6,5,3,4,5,4,5,4
owl,男,6,4,5,6,4,4,5,5,5,4,4,4,4,4,5,5,5,5,4,4,6,6
owl,男,7,4,5,5,2,2,5,5,4,3,5,3,3,3,6,3,1,2,6,3,4,6
owl,男,8,5,5,6,3,7,5,4,4,5,4,3,3,5,6,5,4,7,5,5,4,6
owl,男,9,4,3,5,3,3,5,4,5,4,5,3,5,5,6,4,4,5,4,4,6,5
owl,男,10,6,2,5,5,5,6,6,3,3,6,6,3,6,6,5,6,3,6,6,5,5
owl,男,11,7,6,6,6,5,4,5,5,6,5,7,6,6,5,6,5,6,5,6,6,5
owl,男,12,2,5,5,1,2,2,5,5,4,4,2,2,6,6,3,6,6,3,2,5,2
owl,男,13,6,2,1,1,1,5,5,6,6,5,5,2,4,2,1,5,7,4,1,3,4
owl,男,14,5,2,2,4,2,5,4,3,3,4,3,3,6,7,4,3,7,5,4,5,6
owl,男,15,2,6,1,3,2,4,1,5,6,4,3,2,2,4,3,6,5,2,6,2,2
owl,男,16,5,4,5,4,5,7,6,4,4,4,4,4,7,7,7,4,6,4,5,7,7
owl,男,17,6,6,5,4,4,4,5,4,4,6,5,3,2,6,4,5,7,7,4,4,4
owl,男,18,7,5,7,3,2,7,5,5,6,5,6,2,4,5,2,3,6,3,5,6,3
owl,男,19,1,1,5,5,2,6,2,1,2,4,6,5,4,1,1,1,7,7,2,1,4
owl,男,20,6,6,7,4,1,7,5,4,6,6,1,1,7,7,1,5,6,4,1,5,5
owl,男,21,5,3,5,3,5,3,5,3,5,3,4,5,3,3,4,3,5,6,4,4,5
owl,男,22,1,6,1,2,4,4,2,2,7,4,2,6,6,5,6,6,6,6,4,3,5
owl,男,23,4,3,2,1,2,3,4,4,5,5,6,2,2,2,3,3,6,4,2,3,2
owl,男,24,6,3,4,3,3,6,5,5,5,7,3,2,5,6,4,6,5,5,4,4,4
owl,男,25,6,4,5,2,2,6,2,1,5,2,6,2,5,2,2,1,5,4,2,1,6
owl,男,26,6,5,4,5,5,3,5,5,5,5,6,2,5,5,5,4,5,5,5,4,5
owl,男,27,6,7,5,3,2,4,5,5,4,6,3,1,5,7,4,5,7,3,3,2,4
owl,男,28,7,5,4,5,5,5,4,4,7,6,3,2,2,6,5,3,5,5,5,5,3
owl,男,29,7,6,5,1,1,7,7,7,6,1,2,1,6,7,7,5,7,1,1,1,1
owl,男,30,5,4,5,2,2,3,2,3,2,2,4,4,4,5,4,3,4,3,2,5,4
owl,男,31,1,5,5,1,1,6,4,1,4,4,2,1,4,7,1,1,5,4,1,1,6
owl,男,32,6,5,4,4,5,4,5,5,4,5,5,3,5,5,5,4,5,4,5,4,5
owl,男,33,2,2,5,2,2,5,5,3,2,2,2,2,4,6,7,3,4,4,2,1,3
owl,男,34,7,7,7,5,5,6,7,7,6,7,4,4,5,7,7,7,7,5,4,7,6
owl,男,35,5,5,5,6,5,6,6,6,6,6,6,4,4,4,2,3,6,3,4,4,4
owl,男,36,4,4,3,5,5,5,4,5,4,4,3,3,4,4,3,4,5,3,3,5,5
owl,女,37,7,6,3,4,2,2,1,6,5,6,2,2,2,3,2,2,5,4,2,2,4
owl,女,38,7,5,4,3,2,5,5,5,4,5,6,3,6,6,4,5,6,2,2,4,4
owl,女,39,7,7,2,1,1,1,1,5,6,7,1,1,1,1,1,5,6,5,5,1,1
owl,女,40,7,2,1,3,3,2,4,4,4,4,6,1,2,6,3,2,4,3,3,2,2
owl,女,41,6,6,3,2,2,3,5,4,2,2,2,2,5,7,2,4,3,5,2,4,7
owl,女,42,5,5,5,5,6,5,5,5,3,3,5,3,5,5,5,3,6,5,3,6,5
owl,女,43,5,5,5,2,1,5,5,5,3,6,2,1,6,6,5,3,6,3,5,5,5
owl,女,44,6,2,1,1,1,2,1,1,1,1,4,1,4,6,6,4,4,1,1,1,4
owl,女,45,6,5,2,3,2,6,2,4,5,6,2,1,4,2,2,7,6,7,2,5,7
owl,女,46,7,4,5,2,1,5,4,6,6,6,4,1,2,7,1,5,6,6,1,4,5
owl,女,47,3,2,3,2,5,4,6,4,5,3,4,4,5,6,5,2,4,5,2,2,4
owl,女,48,4,1,1,1,1,6,7,1,1,1,5,4,7,7,6,1,7,7,1,7,4
owl,女,49,5,4,1,2,4,3,2,5,3,4,1,1,2,3,4,4,4,4,1,1,4
owl,女,50,2,3,2,2,2,6,7,5,1,2,5,5,6,7,2,3,6,1,4,5,6
owl,女,51,5,4,5,2,1,5,4,4,4,4,4,4,5,4,4,4,5,3,4,4,4
owl,女,52,3,6,6,2,3,2,5,3,3,2,2,2,4,3,4,4,3,3,3,3,4
owl,女,53,6,6,2,2,1,6,5,6,2,4,2,1,5,3,3,3,5,4,4,4,6
owl,女,54,2,2,2,2,3,1,1,5,6,4,1,1,1,6,1,1,1,6,1,1,1
owl,女,55,4,4,4,3,2,3,3,3,3,3,3,3,3,5,5,5,5,4,4,4,2
owl,女,56,5,4,3,1,3,5,2,4,5,5,5,1,3,2,1,4,3,5,2,1,1
owl,女,57,2,1,2,2,2,2,2,7,4,5,5,2,2,7,5,7,7,7,2,7,7
owl,女,58,5,4,3,3,2,6,5,5,4,5,2,1,5,5,4,6,7,5,3,5,4
owl,女,59,6,6,5,5,3,6,5,5,3,5,5,2,5,7,6,3,4,6,3,3,5
owl,女,60,6,6,6,3,3,6,2,5,4,5,2,2,6,7,6,4,6,4,4,5,6
owl,女,61,4,3,1,4,1,5,5,4,1,4,5,1,5,5,1,6,6,1,1,6,2
owl,女,62,7,7,7,1,1,7,1,7,7,7,2,1,1,7,7,7,7,7,1,1,1
owl,女,63,7,7,6,5,5,4,4,4,7,7,7,4,5,7,7,4,4,4,3,5,7
owl,女,64,6,3,5,3,3,3,3,6,6,6,6,2,5,5,6,4,4,4,4,4,6
owl,女,65,5,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4
owl,女,66,5,2,2,2,2,5,5,5,3,6,3,3,4,5,4,4,4,4,4,4,4
owl,女,67,1,1,1,4,4,4,5,7,5,5,5,5,5,7,1,7,7,4,4,4,7
owl,女,68,4,4,4,4,4,7,5,2,4,4,5,3,6,6,4,4,5,3,3,4,4
owl,女,69,5,2,5,4,3,3,2,4,6,6,5,2,2,6,6,5,5,6,6,4,6
owl,女,70,7,1,1,1,1,1,1,1,7,7,1,1,2,1,1,5,5,7,1,1,1
owl,女,71,6,4,3,2,1,3,3,6,3,6,3,1,3,6,2,5,6,3,2,3,4
owl,女,72,5,6,1,5,5,6,5,1,4,6,1,1,5,6,6,4,7,6,6,7,4
owl,女,73,5,1,1,1,1,5,4,4,2,2,6,5,5,6,7,4,4,3,1,5,5
owl,女,74,6,5,4,3,3,6,6,5,6,4,3,1,6,5,4,2,4,4,2,5,5
owl,女,75,6,6,6,4,4,6,5,6,4,6,4,1,5,5,4,5,6,5,1,4,5
owl,女,76,7,7,7,3,3,5,2,4,5,5,4,4,4,7,4,4,6,4,4,4,6
owl,女,77,7,5,3,2,2,1,5,5,3,5,1,5,5,7,1,4,7,7,1,1,6
owl,女,78,5,2,5,1,3,6,3,6,6,5,4,1,5,6,4,5,7,1,1,7,3
owl,女,79,7,4,1,1,1,7,6,6,2,3,6,2,7,7,2,2,6,2,1,5,6
owl,女,80,1,1,4,5,4,1,4,3,4,4,5,1,6,7,7,4,5,5,6,3,7
owl,女,81,7,7,1,1,1,6,1,5,5,6,4,2,2,6,3,6,6,5,2,1,4
owl,女,82,5,5,4,1,1,4,1,5,4,5,3,1,4,6,4,4,6,4,1,4,4
owl,女,83,7,5,3,3,6,7,6,7,7,5,3,2,6,6,6,2,7,5,4,6,3
owl,女,84,6,1,1,1,1,1,1,1,1,3,1,1,1,7,5,1,7,5,4,6,5
owl,女,85,1,4,2,3,1,4,5,1,4,2,3,2,1,6,2,5,5,6,1,2,7
owl,女,86,6,6,4,4,3,4,5,5,5,4,4,3,6,5,4,3,5,4,4,4,5
owl,女,87,6,6,2,2,2,3,5,5,5,5,2,2,5,5,3,5,5,5,6,4,6
owl,女,88,1,5,2,2,2,5,4,3,2,2,5,2,4,6,4,4,6,6,4,3,3
owl,女,89,5,5,3,4,4,5,3,5,5,5,3,2,2,5,4,5,5,3,6,3,3
owl,女,90,6,6,4,3,5,6,7,5,5,4,2,3,4,4,5,6,7,5,4,7,4
owl,女,91,7,6,6,2,2,2,2,3,4,5,3,1,1,5,3,5,3,6,5,3,4
owl,女,92,7,2,1,1,1,7,5,7,7,7,1,7,1,7,1,7,7,7,1,1,7
owl,女,93,6,2,3,1,1,3,1,2,2,5,1,1,1,6,3,4,6,4,2,2,5
owl,女,94,6,6,4,4,5,4,3,5,5,5,2,1,4,5,4,5,6,4,4,5,5
owl,女,95,6,5,1,1,4,6,6,6,4,5,5,5,5,7,4,4,5,5,2,3,6
owl,女,96,6,5,4,3,2,4,4,5,4,5,4,4,5,5,4,4,7,4,3,5,4
owl,女,97,5,4,4,4,4,4,5,4,4,4,4,3,5,3,3,4,6,5,4,4,3
owl,女,98,6,6,6,5,4,3,4,5,5,5,5,2,4,4,4,4,5,5,4,4,4
owl,女,99,5,3,4,3,2,6,4,5,5,4,5,4,4,4,4,4,5,4,5,4,4
owl,女,100,6,3,3,1,1,4,3,6,6,5,7,4,4,7,5,4,4,4,2,1,4
owl,女,101,7,6,5,4,5,7,5,7,4,4,2,3,5,7,6,7,6,5,5,3,6
owl,女,102,6,4,4,4,3,6,5,5,4,5,5,3,5,5,5,6,5,4,4,4,5
owl,女,103,6,5,3,2,2,4,5,6,5,5,4,2,5,5,5,5,7,5,3,7,5
owl,女,104,6,2,1,3,2,3,2,1,1,3,3,2,3,6,3,3,5,3,2,1,2
owl,女,105,6,5,5,3,4,3,5,6,3,6,5,2,5,7,1,4,6,5,1,6,7
owl,女,106,7,6,4,2,2,6,4,5,4,5,5,1,3,7,2,7,2,2,2,2,2
owl,女,107,3,6,4,3,6,7,5,4,6,4,2,5,4,4,4,4,4,4,4,7,4
seagull,男,1,7,6,6,1,1,4,1,7,7,7,2,1,1,4,1,7,5,7,5,1,1
seagull,男,2,5,2,6,2,1,6,5,6,7,6,2,1,5,6,5,5,6,7,5,2,3
seagull,男,3,7,1,7,1,1,7,2,6,7,7,1,1,2,6,1,2,7,7,2,1,5
seagull,男,4,5,3,7,2,1,7,1,7,7,7,1,1,1,6,1,7,6,7,5,1,7
seagull,男,5,6,5,6,4,4,7,4,5,6,5,5,4,2,4,5,6,3,5,4,3,4
seagull,男,6,6,5,6,4,4,5,4,4,6,6,4,4,4,5,5,5,5,5,6,4,6
seagull,男,7,7,3,7,4,4,6,2,5,6,7,2,2,3,7,2,7,3,6,6,2,4
seagull,男,8,5,4,7,4,5,6,4,5,6,5,4,2,4,4,4,5,6,3,4,3,6
seagull,男,9,5,4,5,3,3,5,3,5,6,6,5,2,2,5,5,5,5,5,5,4,6
seagull,男,10,5,3,5,5,6,3,3,6,6,3,5,6,6,5,4,3,5,6,6,4,5
seagull,男,11,7,6,6,5,4,6,6,5,6,5,5,6,5,7,6,6,6,5,6,6,5
seagull,男,12,6,2,7,1,1,6,1,1,6,6,2,1,5,4,1,5,6,5,6,1,2
seagull,男,13,4,1,3,1,1,4,2,2,5,5,4,1,2,5,1,4,3,5,4,1,3
seagull,男,14,5,3,3,5,3,7,4,3,6,4,2,2,4,3,3,4,4,5,3,3,3
seagull,男,15,6,4,6,2,2,5,5,6,3,4,3,1,1,3,2,3,5,3,2,4,4
seagull,男,16,4,5,7,4,4,6,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4
seagull,男,17,6,6,6,4,4,6,3,5,5,5,2,5,3,3,3,5,7,6,4,4,4
seagull,男,18,6,5,7,2,1,5,3,4,5,6,5,1,1,1,1,6,5,5,1,1,2
seagull,男,19,5,4,7,3,1,7,1,7,7,7,7,5,4,4,4,7,7,7,7,4,1
seagull,男,20,1,5,7,3,1,6,3,6,7,5,1,1,1,5,1,6,6,5,1,1,4
seagull,男,21,5,3,2,6,2,4,3,5,2,4,2,4,3,3,5,5,3,5,3,3,3
seagull,男,22,7,7,2,2,2,3,3,4,4,6,6,5,6,3,4,5,6,6,6,4,4
seagull,男,23,5,3,5,5,2,6,2,4,6,6,5,2,2,2,1,6,3,2,4,2,1
seagull,男,24,6,4,5,2,2,6,5,4,7,6,1,5,4,5,2,5,5,4,5,4,4
seagull,男,25,3,2,6,2,2,6,4,4,5,2,2,1,5,4,1,1,2,4,2,1,4
seagull,男,26,6,4,6,5,4,6,3,5,5,5,5,2,4,5,4,5,5,5,5,4,5
seagull,男,27,4,5,5,1,1,5,1,1,5,4,3,1,5,2,1,4,4,3,1,2,4
seagull,男,28,6,3,6,4,4,6,3,4,6,6,3,2,2,5,3,5,5,4,6,4,3
seagull,男,29,5,4,7,1,1,7,1,4,7,7,1,1,1,1,1,5,5,2,1,1,1
seagull,男,30,6,6,6,3,4,5,3,4,6,6,3,2,2,5,4,6,4,5,4,2,4
seagull,男,31,1,1,7,1,1,7,4,1,4,1,1,1,5,4,1,5,1,1,1,1,4
seagull,男,32,6,5,5,4,4,5,4,3,5,5,3,3,5,5,5,5,4,5,4,4,5
seagull,男,33,5,3,6,2,1,7,2,1,2,1,1,1,2,6,6,6,1,4,1,1,3
seagull,男,34,5,3,4,1,1,4,1,2,2,3,1,1,3,4,4,4,4,7,2,1,1
seagull,男,35,5,6,4,4,5,5,6,6,3,6,3,6,6,4,4,5,5,6,6,2,7
seagull,男,36,2,3,4,4,4,5,4,3,5,5,3,3,3,4,4,1,2,4,3,4,5
seagull,女,37,4,3,6,3,2,4,2,1,3,3,2,2,2,2,2,2,2,3,2,2,2
seagull,女,38,7,5,7,1,1,6,2,6,7,7,5,1,4,7,4,7,4,4,2,1,6
seagull,女,39,6,2,6,1,1,6,1,1,1,6,1,1,1,1,1,7,6,1,6,1,1
seagull,女,40,7,1,2,1,1,5,2,2,5,4,5,1,2,5,2,5,4,4,4,2,4
seagull,女,41,3,5,7,2,1,6,3,5,5,4,2,1,2,1,1,4,4,5,2,2,5
seagull,女,42,6,6,6,4,4,6,2,3,6,5,3,3,3,5,4,5,5,5,4,3,4
seagull,女,43,5,5,5,1,1,5,2,1,5,6,1,1,5,5,1,5,3,7,7,3,2
seagull,女,44,6,4,4,1,1,5,1,4,6,6,5,1,2,2,1,6,6,5,1,1,4
seagull,女,45,4,2,6,1,1,6,2,2,5,6,2,1,2,2,1,6,6,7,1,2,1
seagull,女,46,4,3,7,1,1,6,5,6,6,6,1,1,2,3,1,6,5,4,1,2,2
seagull,女,47,3,2,5,2,1,3,2,4,6,6,3,2,2,5,2,6,6,6,3,2,2
seagull,女,48,6,4,7,1,1,6,1,3,7,6,3,1,1,6,1,6,1,7,1,1,1
seagull,女,49,5,4,6,4,4,6,4,4,6,5,1,1,1,4,4,6,6,6,5,1,4
seagull,女,50,5,1,7,7,4,7,1,1,7,7,1,1,3,7,7,5,5,2,3,5,5
seagull,女,51,7,5,7,2,1,5,1,4,7,7,1,1,1,7,4,4,4,5,2,5,4
seagull,女,52,6,3,7,2,2,7,5,4,5,5,2,2,4,2,2,6,5,2,2,4,5
seagull,女,53,4,4,6,2,2,6,4,4,6,4,4,2,2,6,3,4,4,4,4,4,4
seagull,女,54,3,1,6,1,1,7,1,1,6,6,1,1,1,1,1,5,6,6,1,1,1
seagull,女,55,2,3,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,3,3,3,3
seagull,女,56,6,6,7,2,2,6,1,2,6,6,1,1,2,2,1,6,6,6,4,1,1
seagull,女,57,5,6,7,1,1,6,1,7,6,7,2,1,1,7,1,3,7,7,2,2,7
seagull,女,58,6,5,6,1,1,5,3,5,5,6,1,1,5,5,2,5,6,5,2,1,4
seagull,女,59,7,4,7,5,1,6,2,3,6,7,3,1,3,5,3,6,6,7,6,4,5
seagull,女,60,7,6,7,2,4,6,4,4,6,6,2,2,4,3,2,4,5,3,4,2,6
seagull,女,61,5,1,5,2,2,6,4,4,6,6,4,1,3,5,1,6,6,5,1,5,4
seagull,女,62,7,7,7,1,1,7,2,4,7,7,1,1,4,7,1,7,7,7,1,1,1
seagull,女,63,7,5,6,4,4,6,4,4,6,7,5,4,5,7,4,7,5,6,4,4,7
seagull,女,64,6,3,6,4,4,6,5,5,6,6,2,2,2,4,5,3,3,5,3,4,5
seagull,女,65,6,4,4,4,4,4,1,5,5,5,4,4,3,4,4,5,5,5,4,1,1
seagull,女,66,7,5,6,4,4,6,4,5,6,7,2,2,2,7,3,6,5,5,6,4,4
seagull,女,67,2,1,7,2,2,6,6,7,6,4,6,3,7,3,3,4,6,4,2,4,4
seagull,女,68,6,4,5,4,4,6,2,2,6,5,4,4,5,5,4,5,5,5,4,4,4
seagull,女,69,6,6,5,3,2,7,5,6,6,6,5,2,5,3,3,5,6,6,6,4,4
seagull,女,70,4,1,1,7,1,7,2,3,5,1,1,1,7,1,1,3,6,1,1,1,1
seagull,女,71,5,5,6,1,1,5,2,3,6,6,3,1,1,1,1,5,4,5,1,2,1
seagull,女,72,7,6,7,4,1,5,1,5,7,7,1,1,1,7,1,4,7,7,4,1,1
seagull,女,73,4,5,5,1,1,5,1,1,6,6,2,2,2,4,1,3,3,4,1,4,4
seagull,女,74,3,2,6,1,1,6,5,5,6,4,3,1,4,3,2,4,5,2,5,2,2
seagull,女,75,7,7,7,1,1,7,1,7,7,7,1,1,4,6,4,7,7,7,1,1,4
seagull,女,76,6,6,7,4,4,6,4,5,5,5,4,4,4,6,4,4,6,3,4,4,7
seagull,女,77,5,2,6,1,1,6,4,1,5,6,1,1,5,6,1,5,7,2,3,1,4
seagull,女,78,7,3,5,1,1,6,2,1,5,4,3,2,5,4,3,4,6,5,1,3,3
seagull,女,79,7,3,5,1,2,6,5,6,7,7,3,2,5,3,3,6,7,6,4,2,3
seagull,女,80,7,5,6,4,3,7,4,5,4,6,3,1,5,2,2,7,6,5,4,1,5
seagull,女,81,1,2,2,1,1,5,2,1,1,1,3,2,7,2,2,1,4,4,4,1,4
seagull,女,82,4,4,5,3,2,5,4,3,5,3,4,2,5,3,1,1,6,2,6,1,1
seagull,女,83,4,4,5,3,3,6,6,6,6,4,2,2,2,5,2,2,4,4,5,4,4
seagull,女,84,4,1,1,1,1,1,1,1,4,4,1,1,1,1,1,7,6,6,1,1,1
seagull,女,85,1,2,3,3,1,4,5,5,2,2,1,2,6,3,1,1,5,5,1,1,7
seagull,女,86,5,4,4,4,4,5,4,5,5,6,4,4,3,4,4,6,6,4,4,4,4
seagull,女,87,3,3,4,2,2,2,2,5,2,2,2,2,2,5,2,5,4,5,2,2,4
seagull,女,88,3,5,5,3,2,5,3,3,4,4,5,2,4,3,3,4,4,3,3,1,1
seagull,女,89,5,3,6,2,4,5,2,4,5,5,3,5,5,5,4,5,5,5,4,3,3
seagull,女,90,6,4,6,4,4,5,6,5,7,6,2,6,4,6,5,6,5,6,4,4,6
seagull,女,91,7,6,7,1,2,6,5,3,7,7,5,2,3,6,4,6,6,6,4,3,6
seagull,女,92,7,7,7,1,7,7,2,7,7,7,1,7,7,7,1,7,7,7,2,1,7
seagull,女,93,7,1,6,1,1,7,1,6,6,6,2,4,3,6,1,6,6,2,3,2,4
seagull,女,94,5,4,6,2,1,6,3,3,3,4,2,2,2,5,4,4,3,4,3,2,4
seagull,女,95,5,2,4,1,1,6,5,2,6,3,5,5,6,4,5,6,5,5,3,2,2
seagull,女,96,7,2,6,1,1,7,3,3,6,6,4,4,4,5,3,6,4,6,4,4,4
seagull,女,97,4,4,5,3,3,5,4,4,5,5,3,3,5,3,3,4,5,4,4,4,4
seagull,女,98,4,3,6,4,4,7,5,4,5,4,5,2,4,3,2,3,4,4,4,4,5
seagull,女,99,4,4,6,3,5,4,4,3,5,5,3,2,5,4,3,6,5,4,3,2,2
seagull,女,100,6,5,6,1,1,6,1,4,5,7,1,1,5,4,1,4,5,5,5,1,4
seagull,女,101,6,5,6,2,1,1,3,7,6,7,2,2,4,2,5,6,7,5,5,2,2
seagull,女,102,5,4,5,3,3,6,4,4,5,5,5,3,5,4,4,5,5,4,3,3,5
seagull,女,103,5,2,7,3,1,6,5,6,7,7,2,5,6,5,6,6,5,4,4,6,4
seagull,女,104,6,3,5,3,3,6,3,2,5,5,2,2,2,6,3,3,5,3,2,2,1
seagull,女,105,6,5,6,2,2,5,2,5,5,6,2,6,2,2,2,7,5,5,5,2,2
